user_location,user_created,date,text,flag
"Sacramento, CA",2015-05-31 23:00:17,2020-12-12 04:47:48,"2016 Tesla Model S 70D - M&amp;S Auto https://t.co/3AbOQsk0rN
Contact me for details 916-507-6105
#goseekurt #getpreapproved #msautogroupsac #preownedcars #love #instagood",positive
"Bay Area, CA, USA",2018-01-15 04:12:45,2020-12-12 04:48:19,"RT @teslaownerssv: Alright fam, I need the sickest pictures of your tesla with a water backdrop. Don’t disappoint",negative
鳥取県鳥取市千代水３丁目１１９,2009-07-01 02:53:44,2020-12-12 04:50:19,"RT @tandon4congress: Key employers of the bay area - HPE, Tesla, &amp; now Oracle moving their headquarters out of Silicon Valley. We need a fr…",positive
"Sacramento, CA",2019-04-11 06:44:32,2020-12-12 04:57:36,Another failure of our Governors mismanagement of our state of CA. First Tesla now Oracle! @TuckerCarlson @realDonaldTrump @OANN @newsmax    https://t.co/kIijIT8hTo,negative
"Novato, CA",2018-05-24 23:42:19,2020-12-12 04:58:10,@jaminwestby @DenverTeslaClub @Tesla I feel your joy. I feel the same way. I drove mine from California to Indiana to pick up a trailer recently. https://t.co/l1Hf3lebAu,positive
,2017-06-10 13:25:56,2020-12-12 05:01:32,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Getting Closer,2020-09-20 16:05:47,2020-12-12 05:02:33,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2010-03-12 05:38:03,2020-12-12 05:12:11,"RT @goldengateblond: so when @Tesla and @Oracle decided to move to Texas, did they know they’d become foreign companies?",positive
,2012-03-07 02:14:29,2020-12-12 05:12:48,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
I'm a minor,2020-08-24 12:18:06,2020-12-12 05:13:38,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Redwood City, CA",2009-03-26 01:30:44,2020-12-12 05:14:57,"@GavinNewsom @deemyers Tesla HP and now Oracle, what other iconic company are gonna send packing in this reimagined economy?",positive
Discord,2020-11-20 07:31:04,2020-12-12 05:51:28,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Vadodara,2019-08-07 18:44:07,2020-12-12 05:54:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Lombardia, Italia",2018-03-11 17:22:10,2020-12-12 07:10:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Fremont, CA",2015-08-12 22:46:28,2020-12-12 06:29:59,@JakeBennett44 @Tesla @elonmusk And move to Part Time CA legislatures,positive
,2016-01-22 20:58:39,2020-12-12 06:31:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-11-12 08:59:41,2020-12-12 06:32:05,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-02 16:24:24,2020-12-12 06:34:31,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-08-04 14:26:38,2020-12-12 06:36:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
mars,2019-01-28 20:48:08,2020-12-12 06:40:17,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Tennessee, USA",2018-10-21 21:48:03,2020-12-12 06:41:45,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Palam, New Delhi",2017-04-22 07:22:08,2020-12-12 06:45:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Absolutely Nowhere,2019-06-11 08:47:41,2020-12-12 06:55:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"New York, NY",2011-12-12 21:24:20,2020-12-12 06:57:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Lyon, France",2016-07-06 10:19:43,2020-12-12 06:58:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Italy,2011-06-21 12:36:21,2020-12-12 06:59:40,"RT @bindureddy: Tesla's sky-high valuation compared to other car companies is not about Tesla revenue today

It's about the data Tesla is g…",positive
,2020-03-25 06:12:37,2020-12-12 07:00:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Sunnyvale, CA",2007-10-31 01:17:37,2020-12-12 07:03:44,Any and all of Tesla’s employees should expect horrific treatment from their sketchy as fuck employer https://t.co/aI8fEDzdCc,negative
"Singapore
",2017-12-09 14:43:30,2020-12-12 07:03:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Deutschland, Naija, Zurich",2009-08-26 10:03:27,2020-12-12 07:09:01,"RT @tomasoc: Considering Tesla ~600B valuation, QS ~26B, cleantech 1.0 wasn't the failure everybody claims

It just followed the natural ea…",positive
,2017-07-25 15:11:19,2020-12-12 06:30:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Francisco, CA",2014-07-21 07:31:24,2020-12-12 06:29:56,"Lol I wonder now many tech bros will take the vaccine if @elonmusk were to make a declaration that he's taking the vaccine....next to a @Tesla!!! 

lol. Elon is such a great marketer.

@Tesla is a platform company. 
@GuideHQ_ is a platform company 
@Airbnb is a platform company.",positive
RB Uprising ,2018-07-01 03:35:09,2020-12-12 05:55:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Fremont, CA",2015-08-12 22:46:28,2020-12-12 06:28:55,@JakeBennett44 @Tesla @elonmusk Better solution is Elon for Governor of California!,positive
Maldives,2016-04-02 11:08:10,2020-12-12 05:56:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Michigan, USA",2020-02-23 23:20:16,2020-12-12 05:58:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-06-06 19:03:02,2020-12-12 05:58:30,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-12-03 21:48:57,2020-12-12 05:59:38,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-08-21 22:05:15,2020-12-12 06:11:29,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
aa,2016-07-22 04:17:48,2020-12-12 06:13:28,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Fremont, CA",2020-05-13 21:49:04,2020-12-12 06:15:50,RT @ElectrekCo: Tesla announces new leasing experience https://t.co/Xyo2Axg6nP by @fredericlambert,positive
"Fremont, CA",2020-05-13 21:49:04,2020-12-12 06:16:12,RT @ElectrekCo: Watch Tesla Full Self-Driving Beta hesitate to pass a garbage truck almost like a human https://t.co/GiGlcseruL by @frederi…,positive
,2013-12-18 04:25:53,2020-12-12 06:19:07,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
"Monterey, CA",2012-10-02 01:01:20,2020-12-12 06:22:51,@FrankPeelen Tesla is striving to make cars less expensive.  Apple is striving to sell premium.  I guess Apple could try to make and sell premium cars.  Or they could buy Lucid.,positive
1703 Telegraph Ave OAKLAND,2009-03-25 15:07:05,2020-12-12 06:23:39,@IAm3Moon @business Not finished just pushed down the line.  As ppl are moving out so are companies.  Personal taxes is a big reason and cheaper work force.  Your employees can own homes and still work lower wage positions at Tesla.  Not so in California.,negative
Silicon Valley,2018-07-08 20:42:31,2020-12-12 06:24:38,RT @teslaownerssv: 15 days until Christmas means 15 more days of wishing our members a merry Xmas from the tesla community. Every day I’ll…,positive
Canada,2016-10-08 22:58:51,2020-12-12 06:26:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
California #WestCoastBestCoast,2009-06-23 02:09:35,2020-12-12 06:28:02,RT @ChrisWHoene: 3 words sum up my observations on Elon Musk's supposed move to Texas -- Enjoy the commute. @CalBudgetCenter https://t.co/D…,positive
"Fremont, CA",2015-08-12 22:46:28,2020-12-12 06:28:10,"@JakeBennett44 @Tesla @elonmusk The sad part is the woke millennials and liberal entitlement Californians are going to Texas and bringing the same ideology, tax and identity politics to Texas.",negative
"Memphis, TN",2014-06-14 02:18:41,2020-12-12 10:11:45,"RT @IntEngineering: This is what zero to 60 mph in 1.1 seconds looks like, and it's bound to give you a whiplash. 🤩

#engineering 
https://…",positive
,2012-09-20 04:12:53,2020-12-12 10:13:54,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-07-20 11:52:37,2020-12-11 22:07:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
San Francisco Bay Area,2010-09-29 13:21:23,2020-12-12 14:04:02,"'Just do it': Silicon Valley pioneer's message to Saudi trailblazers: JEDDAH: Tim Draper is a true Silicon Valley legend whose venture capital funds have propelled household tech names such as Skype, Hotmail, Tesla ... https://t.co/qzzagp8eAV",positive
"Stockholm, Sverige",2018-10-08 22:24:57,2020-12-12 14:09:40,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-06-12 13:10:42,2020-12-12 14:10:40,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Czech Republic,2019-02-01 12:32:32,2020-12-12 14:11:15,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2010-05-10 18:06:07,2020-12-12 14:14:12,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
Flanders,2015-07-26 15:31:59,2020-12-12 14:14:54,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"San Mateo, CA",2020-04-25 14:46:29,2020-12-12 14:16:03,Elon Musk is moving Tesla from California to Texas as well @eldersclimate @CAgovernor https://t.co/ultHef3Ho5,positive
,2020-10-28 06:47:37,2020-12-12 14:24:07,"RT @MustacheTommy: Tesla to replace Apartment Investment and Management in the S&amp;P 500 https://t.co/IfetHE3Rhq 

This should rocket Tesla s…",positive
"Stanford, CA",2011-01-27 01:17:04,2020-12-12 14:24:19,"RT @adamnash: @pamelamgust Can’t speak to political impact. Very unhappy about losing @Tesla, as it was test case for bringing manufacturin…",negative
,2019-07-13 10:52:41,2020-12-12 14:24:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-12-06 00:18:52,2020-12-12 14:24:51,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2016-04-20 20:41:09,2020-12-12 14:26:17,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-04-13 19:40:00,2020-12-12 14:30:33,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-03-21 14:24:45,2020-12-12 14:32:37,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-07-28 17:35:23,2020-12-12 14:34:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Atlanta, GA",2020-09-13 21:07:13,2020-12-12 14:37:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Illinois, USA",2018-09-01 01:33:28,2020-12-12 14:08:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
In Snow,2018-03-27 13:55:47,2020-12-12 14:03:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Trafalgar, Indiana",2015-12-28 01:34:14,2020-12-12 14:44:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Galway, Ireland",2018-09-24 14:02:06,2020-12-12 14:02:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Hayward, CA",2019-05-14 05:38:55,2020-12-12 13:31:36,Demand problem?i think not! 🤭https://t.co/FrAogjBbaE,negative
,2015-08-21 14:05:04,2020-12-12 13:32:09,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Connecticut, USA",2020-09-29 23:50:15,2020-12-12 13:36:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Bangalore,Karnataka",2011-01-25 11:06:33,2020-12-12 13:36:39,"RT @bindureddy: Tesla's sky-high valuation compared to other car companies is not about Tesla revenue today

It's about the data Tesla is g…",positive
"48.892761,2.238379",2009-09-27 17:35:18,2020-12-12 13:42:16,"RT @ElectrekCo: Tesla is seeing strong demand but needs to increase production fast, says Elon Musk in leak email https://t.co/oviC5Moq83 b…",positive
,2009-04-21 03:08:01,2020-12-12 13:43:06,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
